region_code;jahr;abschluss_key;geschlecht;anzahl
01061;2023;ohne_hauptschulabschluss;weiblich;57
01061;2023;ohne_hauptschulabschluss;maennlich;66
01061;2023;mit_hauptschulabschluss;insgesamt;297
01061;2023;mit_hauptschulabschluss;weiblich;132
01061;2023;mit_hauptschulabschluss;maennlich;165
01061;2023;mittlerer_abschluss;insgesamt;387
01061;2023;mittlerer_abschluss;weiblich;186
01061;2023;mittlerer_abschluss;maennlich;201
01061;2023;fachhochschulreife;insgesamt;
01061;2023;fachhochschulreife;weiblich;
01061;2023;fachhochschulreife;maennlich;
01061;2023;allgemeine_hochschulreife;insgesamt;354
01061;2023;allgemeine_hochschulreife;weiblich;204
01061;2023;allgemeine_hochschulreife;maennlich;150
01062;2023;ohne_hauptschulabschluss;insgesamt;153
01062;2023;ohne_hauptschulabschluss;weiblich;54
01062;2023;ohne_hauptschulabschluss;maennlich;99
01062;2023;mit_hauptschulabschluss;insgesamt;327
01062;2023;mit_hauptschulabschluss;weiblich;132
01062;2023;mit_hauptschulabschluss;maennlich;195
01062;2023;mittlerer_abschluss;insgesamt;654
01062;2023;mittlerer_abschluss;weiblich;288
01062;2023;mittlerer_abschluss;maennlich;366
01062;2023;fachhochschulreife;insgesamt;
01062;2023;fachhochschulreife;weiblich;
01062;2023;fachhochschulreife;maennlich;
01062;2023;allgemeine_hochschulreife;insgesamt;1083
01062;2023;allgemeine_hochschulreife;weiblich;555
01062;2023;allgemeine_hochschulreife;maennlich;528
02;2023;ohne_hauptschulabschluss;insgesamt;1061
02;2023;ohne_hauptschulabschluss;weiblich;397
02;2023;ohne_hauptschulabschluss;maennlich;664
02;2023;mit_hauptschulabschluss;insgesamt;2688
02;2023;mit_hauptschulabschluss;weiblich;1092
02;2023;mit_hauptschulabschluss;maennlich;1596
02;2023;mittlerer_abschluss;insgesamt;3858
02;2023;mittlerer_abschluss;weiblich;1773
02;2023;mittlerer_abschluss;maennlich;2085
02;2023;fachhochschulreife;insgesamt;
02;2023;fachhochschulreife;weiblich;
02;2023;fachhochschulreife;maennlich;
02;2023;allgemeine_hochschulreife;insgesamt;9004
02;2023;allgemeine_hochschulreife;weiblich;4795
02;2023;allgemeine_hochschulreife;maennlich;4209
03;2023;ohne_hauptschulabschluss;insgesamt;5895
03;2023;ohne_hauptschulabschluss;weiblich;2317
03;2023;ohne_hauptschulabschluss;maennlich;3578
03;2023;mit_hauptschulabschluss;insgesamt;10659
03;2023;mit_hauptschulabschluss;weiblich;4198
03;2023;mit_hauptschulabschluss;maennlich;6461
03;2023;mittlerer_abschluss;insgesamt;35512
03;2023;mittlerer_abschluss;weiblich;16991
03;2023;mittlerer_abschluss;maennlich;18521
03;2023;fachhochschulreife;insgesamt;
03;2023;fachhochschulreife;weiblich;
03;2023;fachhochschulreife;maennlich;
03;2023;allgemeine_hochschulreife;insgesamt;24790
03;2023;allgemeine_hochschulreife;weiblich;13876
03;2023;allgemeine_hochschulreife;maennlich;10914
031;2023;ohne_hauptschulabschluss;insgesamt;1040
031;2023;ohne_hauptschulabschluss;weiblich;434
031;2023;ohne_hauptschulabschluss;maennlich;606
031;2023;mit_hauptschulabschluss;insgesamt;1786
031;2023;mit_hauptschulabschluss;weiblich;700
031;2023;mit_hauptschulabschluss;maennlich;1086
031;2023;mittlerer_abschluss;insgesamt;6430
031;2023;mittlerer_abschluss;weiblich;3014
031;2023;mittlerer_abschluss;maennlich;3416
031;2023;fachhochschulreife;insgesamt;
031;2023;fachhochschulreife;weiblich;
031;2023;fachhochschulreife;maennlich;
031;2023;allgemeine_hochschulreife;insgesamt;5170
031;2023;allgemeine_hochschulreife;weiblich;2845
031;2023;allgemeine_hochschulreife;maennlich;2325
03101;2023;ohne_hauptschulabschluss;insgesamt;187
03101;2023;ohne_hauptschulabschluss;weiblich;70
03101;2023;ohne_hauptschulabschluss;maennlich;117
03101;2023;mit_hauptschulabschluss;insgesamt;215
